Code,date,last price,max,min,avg price,percent,quantity,revenue in best denars,total revenue in denars
ALK,07.10.2014,"4,550.00","4,551.00","4,511.00","4,548.83","0,73",163,"741,460.00","741,460.00"
ALK,06.10.2014,"4,551.00","4,551.00","4,509.00","4,516.00","0,18",12,"54,192.00","54,192.00"
ALK,03.10.2014,"4,508.00","4,508.00","4,508.00","4,508.00","-1,22",10,"45,080.00","45,080.00"
ALK,02.10.2014,"4,600.00","4,600.00","4,470.00","4,563.60","1,98",367,"1,674,840.00","1,674,840.00"
ALK,01.10.2014,"4,453.00","4,500.00","4,442.00","4,474.90","0,93",273,"1,221,648.00","1,221,648.00"
ALK,30.9.2014,"4,450.00","4,450.00","4,432.00","4,433.50","0,10",632,"2,801,975.00","2,801,975.00"
ALK,29.9.2014,"4,425.00","4,430.00","4,420.00","4,429.22","0,06",116,"513,790.00","513,790.00"
ALK,26.9.2014,"4,420.00","4,430.00","4,420.00","4,426.67","0,36",15,"66,400.00","66,400.00"
ALK,24.9.2014,"4,411.00","4,411.00","4,411.00","4,411.00","-0,85",50,"220,550.00","220,550.00"
ALK,23.9.2014,"4,450.00","4,489.00","4,401.00","4,448.86","0,89",354,"1,574,896.00","1,574,896.00"
ALK,22.9.2014,"4,411.00","4,411.00","4,406.00","4,409.69","0,11",277,"1,221,485.00","1,221,485.00"
ALK,19.9.2014,"4,405.00","4,405.00","4,405.00","4,405.00","-0,11",23,"101,315.00","101,315.00"
ALK,18.9.2014,"4,410.00","4,410.00","4,410.00","4,410.00","0,20",87,"383,670.00","383,670.00"
ALK,17.9.2014,"4,402.00","4,402.00","4,400.00","4,401.25","-0,05",121,"532,551.00","532,551.00"
ALK,16.9.2014,"4,401.00","4,420.00","4,401.00","4,403.44","-0,15",226,"995,178.00","995,178.00"
ALK,15.9.2014,"4,403.00","4,420.00","4,403.00","4,409.91","0,01",125,"551,239.00","551,239.00"
ALK,12.9.2014,"4,410.00","4,410.00","4,402.00","4,409.38","-0,03",78,"343,932.00","343,932.00"
ALK,11.9.2014,"4,410.00","4,411.00","4,401.00","4,410.61","0,14",275,"1,212,918.00","1,212,918.00"
ALK,10.9.2014,"4,403.00","4,411.00","4,401.00","4,404.51","0,07",143,"629,845.00","629,845.00"
ALK,09.9.2014,"4,402.00","4,402.00","4,400.00","4,401.31","-0,15",300,"1,320,393.00","1,320,393.00"
ALK,05.9.2014,"4,410.00","4,410.00","4,400.00","4,407.84","0,18",408,"1,798,400.00","1,798,400.00"
ALK,04.9.2014,"4,400.00","4,400.00","4,400.00","4,400.00","0,00",255,"1,122,000.00","1,122,000.00"
ALK,03.9.2014,"4,401.00","4,401.00","4,400.00","4,400.03","0,00",355,"1,562,010.00","1,562,010.00"
ALK,02.9.2014,"4,400.00","4,400.00","4,400.00","4,400.00","-0,01",231,"1,016,400.00","1,016,400.00"
ALK,01.9.2014,"4,401.00","4,402.00","4,400.00","4,400.58","-0,67",190,"836,111.00","836,111.00"
ALK,29.8.2014,"4,401.00","4,450.00","4,401.00","4,430.10","-0,89",96,"425,290.00","425,290.00"
ALK,27.8.2014,"4,470.00","4,470.00","4,470.00","4,470.00","1,59",12,"53,640.00","53,640.00"
ALK,26.8.2014,"4,400.00","4,400.00","4,400.00","4,400.00","0,00",95,"418,000.00","418,000.00"
ALK,25.8.2014,"4,400.00","4,401.00","4,400.00","4,400.03","0,01",310,"1,364,010.00","1,364,010.00"
ALK,22.8.2014,"4,400.00","4,401.00","4,390.00","4,399.77","0,37",125,"549,971.00","549,971.00"
ALK,21.8.2014,"4,400.00","4,400.00","4,381.00","4,383.50","-0,14",76,"333,146.00","333,146.00"
ALK,20.8.2014,"4,381.00","4,400.00","4,372.00","4,389.66","0,45",59,"258,990.00","258,990.00"
ALK,19.8.2014,"4,372.00","4,372.00","4,361.00","4,369.90","0,05",50,"218,495.00","218,495.00"
ALK,18.8.2014,"4,367.00","4,368.00","4,367.00","4,367.78","-0,28",46,"200,918.00","200,918.00"
ALK,15.8.2014,"4,380.00","4,380.00","4,380.00","4,380.00","-0,13",327,"1,432,260.00","1,432,260.00"
ALK,14.8.2014,"4,370.00","4,395.00","4,365.00","4,385.68","0,34",44,"192,970.00","192,970.00"
ALK,13.8.2014,"4,371.00","4,380.00","4,365.00","4,370.67","0,15",45,"196,680.00","196,680.00"
ALK,11.8.2014,"4,362.00","4,365.00","4,362.00","4,363.91","-0,23",55,"240,015.00","240,015.00"
ALK,08.8.2014,"4,387.00","4,387.00","4,370.00","4,373.78","0,19",45,"196,820.00","196,820.00"
ALK,07.8.2014,"4,365.00","4,380.00","4,362.00","4,365.28","-0,29",170,"742,098.00","742,098.00"
ALK,06.8.2014,"4,370.00","4,399.00","4,370.00","4,377.77","0,39",159,"696,065.00","696,065.00"
ALK,05.8.2014,"4,362.00","4,363.00","4,360.00","4,360.76","-0,04",393,"1,713,778.00","1,713,778.00"
ALK,04.8.2014,"4,363.00","4,363.00","4,362.00","4,362.46","-0,03",76,"331,547.00","331,547.00"
ALK,01.8.2014,"4,353.00","4,399.00","4,353.00","4,363.62","0,28",13,"56,727.00","56,727.00"
ALK,31.7.2014,"4,352.00","4,352.00","4,351.00","4,351.43","-0,02",35,"152,300.00","152,300.00"
ALK,30.7.2014,"4,350.00","4,356.00","4,350.00","4,352.48","0,01",172,"748,627.00","748,627.00"
ALK,29.7.2014,"4,352.00","4,352.00","4,352.00","4,352.00","-0,65",14,"60,928.00","60,928.00"
ALK,25.7.2014,"4,398.00","4,398.00","4,350.00","4,380.28","0,60",227,"994,324.00","994,324.00"
ALK,24.7.2014,"4,360.00","4,360.00","4,350.00","4,354.24","0,18",72,"313,505.00","313,505.00"
ALK,23.7.2014,"4,350.00","4,350.00","4,340.00","4,346.37","-0,08",157,"682,380.00","682,380.00"
ALK,22.7.2014,"4,350.00","4,350.00","4,350.00","4,350.00","0,00",144,"626,400.00","626,400.00"
ALK,21.7.2014,"4,350.00","4,351.00","4,350.00","4,350.19","0,00",162,"704,730.00","704,730.00"
ALK,18.7.2014,"4,350.00","4,350.00","4,350.00","4,350.00","-0,01",19,"82,650.00","82,650.00"
ALK,17.7.2014,"4,350.00","4,352.00","4,350.00","4,350.56","-0,19",230,"1,000,628.00","1,000,628.00"
ALK,16.7.2014,"4,350.00","4,360.00","4,350.00","4,358.66","-0,13",146,"636,365.00","636,365.00"
ALK,15.7.2014,"4,399.00","4,399.00","4,355.00","4,364.37","0,33",145,"632,834.00","632,834.00"
ALK,14.7.2014,"4,350.00","4,350.00","4,350.00","4,350.00","0,00",5,"21,750.00","21,750.00"
ALK,11.7.2014,"4,350.00","4,350.00","4,350.00","4,350.00","0,00",237,"1,030,950.00","1,030,950.00"
ALK,10.7.2014,"4,350.00","4,351.00","4,350.00","4,350.20","-0,02",25,"108,755.00","108,755.00"
ALK,09.7.2014,"4,351.00","4,351.00","4,351.00","4,351.00","0,02",7,"30,457.00","30,457.00"
ALK,08.7.2014,"4,350.00","4,350.00","4,350.00","4,350.00","-0,16",92,"400,200.00","400,200.00"
ALK,07.7.2014,"4,350.00","4,400.00","4,350.00","4,356.87","-0,26",281,"1,224,280.00","1,224,280.00"
ALK,04.7.2014,"4,360.00","4,380.00","4,360.00","4,368.28","0,42",29,"126,680.00","126,680.00"
ALK,02.7.2014,"4,350.00","4,350.00","4,350.00","4,350.00","0,00",111,"482,850.00","482,850.00"
ALK,01.7.2014,"4,350.00","4,350.00","4,350.00","4,350.00","-0,05",150,"652,500.00","652,500.00"
ALK,30.6.2014,"4,370.00","4,370.00","4,349.00","4,352.06","0,05",416,"1,810,457.00","1,810,457.00"
ALK,27.6.2014,"4,350.00","4,350.00","4,350.00","4,350.00","0,00",443,"1,927,050.00","1,927,050.00"
ALK,26.6.2014,"4,350.00","4,350.00","4,350.00","4,350.00","1,08",170,"739,500.00","739,500.00"
ALK,25.6.2014,"4,310.00","4,316.00","4,300.00","4,303.45","-0,15",44,"189,352.00","189,352.00"
ALK,24.6.2014,"4,315.00","4,315.00","4,300.00","4,310.00","-0,92",3,"12,930.00","12,930.00"
ALK,23.6.2014,"4,350.00","4,350.00","4,350.00","4,350.00","-0,38",450,"1,957,500.00","1,957,500.00"
ALK,20.6.2014,"4,360.00","4,380.00","4,360.00","4,366.43","-0,18",258,"1,126,540.00","1,126,540.00"
ALK,19.6.2014,"4,380.00","4,380.00","4,352.00","4,374.41","0,53",195,"853,010.00","853,010.00"
ALK,18.6.2014,"4,351.00","4,360.00","4,350.00","4,351.29","0,01",264,"1,148,740.00","1,148,740.00"
ALK,17.6.2014,"4,360.00","4,360.00","4,350.00","4,350.86","-1,12",257,"1,118,170.00","1,118,170.00"
ALK,16.6.2014,"4,400.00","4,400.00","4,400.00","4,400.00","-1,56",12,"52,800.00","52,800.00"
ALK,12.6.2014,"4,450.00","4,482.00","4,300.00","4,469.68","2,72",5.130,"22,929,446.00","92,278,168.00"
ALK,11.6.2014,"4,350.00","4,375.00","4,350.00","4,351.52","-0,33",280,"1,218,425.00","1,218,425.00"
ALK,10.6.2014,"4,390.00","4,390.00","4,350.00","4,365.95","0,19",257,"1,122,050.00","1,122,050.00"
ALK,09.6.2014,"4,379.00","4,380.00","4,350.00","4,357.57","-0,59",460,"2,004,480.00","2,004,480.00"
ALK,05.6.2014,"4,385.00","4,389.00","4,360.00","4,383.22","-0,22",306,"1,341,265.00","1,341,265.00"
ALK,04.6.2014,"4,390.00","4,395.00","4,390.00","4,392.86","0,07",262,"1,150,930.00","1,150,930.00"
ALK,03.6.2014,"4,390.00","4,390.00","4,390.00","4,390.00","-0,16",15,"65,850.00","65,850.00"
ALK,02.6.2014,"4,350.00","4,400.00","4,350.00","4,396.88","-1,11",160,"703,500.00","703,500.00"
ALK,30.5.2014,"4,450.00","4,450.00","4,352.00","4,446.09","1,77",7.960,"35,390,879.00","35,390,879.00"
ALK,29.5.2014,"4,360.00","4,370.00","4,360.00","4,368.83","-0,04",453,"1,979,080.00","1,979,080.00"
ALK,28.5.2014,"4,370.00","4,380.00","4,370.00","4,370.45","-0,63",220,"961,500.00","961,500.00"
ALK,27.5.2014,"4,398.00","4,400.00","4,398.00","4,398.32","0,01",582,"2,559,823.00","2,559,823.00"
ALK,26.5.2014,"4,370.00","4,400.00","4,370.00","4,398.01","-0,05",473,"2,080,260.00","2,080,260.00"
ALK,23.5.2014,"4,400.00","4,401.00","4,400.00","4,400.09","0,67",269,"1,183,623.00","1,183,623.00"
ALK,22.5.2014,"4,372.00","4,372.00","4,370.00","4,370.80","0,02",150,"655,620.00","655,620.00"
ALK,21.5.2014,"4,370.00","4,370.00","4,370.00","4,370.00","-0,53",6,"26,220.00","26,220.00"
ALK,20.5.2014,"4,380.00","4,400.00","4,380.00","4,393.37","-0,36",178,"782,020.00","782,020.00"
ALK,19.5.2014,"4,403.00","4,410.00","4,403.00","4,409.26","0,02",774,"3,412,770.00","3,412,770.00"
ALK,16.5.2014,"4,410.00","4,410.00","4,404.00","4,408.54","-0,06",294,"1,296,111.00","1,296,111.00"
ALK,15.5.2014,"4,410.00","4,440.00","4,402.00","4,410.98","0,31",309,"1,362,994.00","1,362,994.00"
ALK,14.5.2014,"4,400.00","4,410.00","4,380.00","4,397.20","0,56",695,"3,056,052.00","3,056,052.00"
ALK,13.5.2014,"4,379.00","4,379.00","4,361.00","4,372.92","-0,04",696,"3,043,551.00","3,043,551.00"
ALK,12.5.2014,"4,374.00","4,380.00","4,374.00","4,374.53","0,40",251,"1,098,006.00","1,098,006.00"
ALK,09.5.2014,"4,370.00","4,370.00","4,350.00","4,357.16","-0,52",311,"1,355,076.00","1,355,076.00"
ALK,08.5.2014,"4,380.00","4,380.00","4,379.00","4,379.93","-0,01",150,"656,990.00","656,990.00"
ALK,07.5.2014,"4,380.00","4,381.00","4,380.00","4,380.50","0,04",201,"880,481.00","880,481.00"
ALK,06.5.2014,"4,380.00","4,381.00","4,370.00","4,378.75","0,13",574,"2,513,400.00","2,513,400.00"
ALK,05.5.2014,"4,370.00","4,380.00","4,370.00","4,372.86","0,39",35,"153,050.00","153,050.00"
ALK,02.5.2014,"4,370.00","4,370.00","4,325.00","4,356.07","-0,32",315,"1,372,163.00","1,372,163.00"
ALK,30.4.2014,"4,370.00","4,370.00","4,370.00","4,370.00","1,63",87,"380,190.00","380,190.00"
ALK,29.4.2014,"4,302.00","4,302.00","4,300.00","4,300.02","-0,01",293,"1,259,906.00","1,259,906.00"
ALK,28.4.2014,"4,301.00","4,301.00","4,300.00","4,300.36","-1,82",277,"1,191,200.00","1,191,200.00"
ALK,25.4.2014,"4,380.00","4,380.00","4,380.00","4,380.00","-0,45",125,"547,500.00","547,500.00"
ALK,24.4.2014,"4,400.00","4,400.00","4,400.00","4,400.00","-0,22",205,"902,000.00","902,000.00"
ALK,23.4.2014,"4,300.00","4,455.00","4,300.00","4,409.70","-3,02",283,"1,247,945.00","1,247,945.00"
ALK,22.4.2014,"4,550.00","4,550.00","4,501.00","4,547.25","-1,13",91,"413,800.00","413,800.00"
ALK,17.4.2014,"4,599.00","4,599.00","4,599.00","4,599.00","-0,02",2,"9,198.00","9,198.00"
ALK,16.4.2014,"4,600.00","4,600.00","4,600.00","4,600.00","0,42",120,"552,000.00","552,000.00"
ALK,15.4.2014,"4,600.00","4,600.00","4,570.00","4,580.60","0,35",47,"215,288.00","215,288.00"
ALK,14.4.2014,"4,579.00","4,579.00","4,551.00","4,564.76","-0,61",108,"492,994.00","492,994.00"
ALK,10.4.2014,"4,600.00","4,600.00","4,500.00","4,592.88","2,06",1.096,"5,033,801.00","5,033,801.00"
ALK,09.4.2014,"4,500.00","4,500.00","4,500.00","4,500.00","-0,01",54,"243,000.00","243,000.00"
ALK,08.4.2014,"4,500.00","4,502.00","4,500.00","4,500.26","-0,05",171,"769,545.00","769,545.00"
ALK,07.4.2014,"4,500.00","4,551.00","4,500.00","4,502.71","-1,83",579,"2,607,070.00","2,607,070.00"
ALK,04.4.2014,"4,551.00","4,600.00","4,551.00","4,586.76","-0,29",37,"169,710.00","169,710.00"
ALK,03.4.2014,"4,600.00","4,600.00","4,600.00","4,600.00","-1,03",13,"59,800.00","59,800.00"
ALK,02.4.2014,"4,648.00","4,648.00","4,648.00","4,648.00","0,09",50,"232,400.00","232,400.00"
ALK,01.4.2014,"4,601.00","4,649.00","4,601.00","4,644.00","-0,13",96,"445,824.00","445,824.00"
ALK,31.3.2014,"4,650.00","4,650.00","4,650.00","4,650.00","0,00",100,"465,000.00","465,000.00"
ALK,28.3.2014,"4,650.00","4,650.00","4,650.00","4,650.00","-0,01",100,"465,000.00","465,000.00"
ALK,27.3.2014,"4,651.00","4,651.00","4,649.00","4,650.43","1,05",188,"874,280.00","874,280.00"
ALK,26.3.2014,"4,602.00","4,650.00","4,601.00","4,602.27","-0,19",157,"722,556.00","722,556.00"
ALK,25.3.2014,"4,600.00","4,650.00","4,600.00","4,611.24","-0,78",129,"594,850.00","594,850.00"
ALK,24.3.2014,"4,601.00","4,650.00","4,601.00","4,647.39","1,03",319,"1,482,516.00","1,482,516.00"
ALK,21.3.2014,"4,600.00","4,600.00","4,600.00","4,600.00","0,00",214,"984,400.00","984,400.00"
ALK,20.3.2014,"4,600.00","4,600.00","4,600.00","4,600.00","0,00",63,"289,800.00","289,800.00"
ALK,19.3.2014,"4,600.00","4,600.00","4,600.00","4,600.00","-1,05",117,"538,200.00","538,200.00"
ALK,18.3.2014,"4,650.00","4,650.00","4,600.00","4,648.72","-0,10",78,"362,600.00","362,600.00"
ALK,17.3.2014,"4,700.00","4,700.00","4,640.00","4,653.36","0,71",625,"2,908,350.00","2,908,350.00"
ALK,14.3.2014,"4,640.00","4,640.00","4,600.00","4,620.69","0,61",144,"665,379.00","665,379.00"
ALK,13.3.2014,"4,595.00","4,595.00","4,590.00","4,592.58","-0,16",227,"1,042,515.00","1,042,515.00"
ALK,12.3.2014,"4,600.00","4,600.00","4,600.00","4,600.00","2,22",20,"92,000.00","92,000.00"
ALK,11.3.2014,"4,500.00","4,501.00","4,500.00","4,500.00","-0,83",1.188,"5,346,003.00","5,346,003.00"
ALK,10.3.2014,"4,550.00","4,550.00","4,501.00","4,537.75","0,80",40,"181,510.00","181,510.00"
ALK,07.3.2014,"4,550.00","4,550.00","4,500.00","4,501.54","-0,41",1.329,"5,982,550.00","5,982,550.00"
ALK,06.3.2014,"4,520.00","4,520.00","4,520.00","4,520.00","0,44",27,"122,040.00","122,040.00"
ALK,05.3.2014,"4,500.00","4,500.00","4,500.00","4,500.00","-0,08",60,"270,000.00","270,000.00"
ALK,04.3.2014,"4,500.00","4,520.00","4,500.00","4,503.58","-0,34",1.718,"7,737,148.00","7,737,148.00"
ALK,03.3.2014,"4,520.00","4,520.00","4,502.00","4,518.86","0,42",215,"971,555.00","971,555.00"
ALK,28.2.2014,"4,500.00","4,506.00","4,500.00","4,500.14","0,16",1.220,"5,490,170.00","5,490,170.00"
ALK,27.2.2014,"4,500.00","4,500.00","4,480.00","4,492.87","-0,16",171,"768,280.00","768,280.00"
ALK,26.2.2014,"4,500.00","4,500.00","4,500.00","4,500.00","0,01",364,"1,638,000.00","1,638,000.00"
ALK,25.2.2014,"4,500.00","4,500.00","4,470.00","4,499.33","-0,01",297,"1,336,300.00","1,336,300.00"
ALK,24.2.2014,"4,500.00","4,500.00","4,500.00","4,500.00","0,01",354,"1,593,000.00","1,593,000.00"
ALK,21.2.2014,"4,500.00","4,500.00","4,499.00","4,499.45","0,00",390,"1,754,786.00","1,754,786.00"
ALK,20.2.2014,"4,499.00","4,500.00","4,499.00","4,499.64","0,74",165,"742,440.00","742,440.00"
ALK,19.2.2014,"4,499.00","4,499.00","4,453.00","4,466.54","0,37",107,"477,920.00","477,920.00"
ALK,18.2.2014,"4,451.00","4,452.00","4,450.00","4,450.03","0,00",7.081,"31,510,648.00","31,510,648.00"
ALK,17.2.2014,"4,450.00","4,450.00","4,450.00","4,450.00","-0,02",58,"258,100.00","258,100.00"
ALK,14.2.2014,"4,450.00","4,451.00","4,450.00","4,450.77","-0,01",86,"382,766.00","382,766.00"
ALK,13.2.2014,"4,451.00","4,451.00","4,451.00","4,451.00","0,02",104,"462,904.00","462,904.00"
ALK,12.2.2014,"4,450.00","4,450.00","4,450.00","4,450.00","-0,37",211,"938,950.00","938,950.00"
ALK,11.2.2014,"4,453.00","4,500.00","4,451.00","4,466.46","0,65",448,"2,000,976.00","2,000,976.00"
ALK,10.2.2014,"4,450.00","4,450.00","4,416.00","4,437.55","-0,28",58,"257,378.00","257,378.00"
ALK,07.2.2014,"4,450.00","4,450.00","4,450.00","4,450.00","0,81",1,"4,450.00","4,450.00"
ALK,06.2.2014,"4,420.00","4,420.00","4,413.00","4,414.40","-0,09",50,"220,720.00","220,720.00"
ALK,05.2.2014,"4,412.00","4,420.00","4,412.00","4,418.33","0,14",86,"379,976.00","379,976.00"
ALK,04.2.2014,"4,412.00","4,412.00","4,412.00","4,412.00","-0,44",65,"286,780.00","286,780.00"
ALK,03.2.2014,"4,413.00","4,450.00","4,413.00","4,431.61","-0,48",165,"731,216.00","731,216.00"
ALK,31.1.2014,"4,450.00","4,498.00","4,421.00","4,453.20","-0,70",125,"556,650.00","556,650.00"
ALK,30.1.2014,"4,500.00","4,500.00","4,449.00","4,484.67","0,79",72,"322,896.00","322,896.00"
ALK,29.1.2014,"4,450.00","4,450.00","4,449.00","4,449.73","0,14",30,"133,492.00","133,492.00"
ALK,28.1.2014,"4,421.00","4,450.00","4,421.00","4,443.42","-0,15",177,"786,485.00","786,485.00"
ALK,27.1.2014,"4,450.00","4,450.00","4,450.00","4,450.00","0,00",123,"547,350.00","547,350.00"
ALK,24.1.2014,"4,450.00","4,450.00","4,450.00","4,450.00","0,64",225,"1,001,250.00","1,001,250.00"
ALK,23.1.2014,"4,421.00","4,430.00","4,421.00","4,421.77","-0,03",165,"729,592.00","729,592.00"
ALK,22.1.2014,"4,420.00","4,425.00","4,420.00","4,422.88","0,14",78,"344,985.00","344,985.00"
ALK,21.1.2014,"4,420.00","4,420.00","4,405.00","4,416.56","-0,25",45,"198,745.00","198,745.00"
ALK,20.1.2014,"4,430.00","4,430.00","4,402.00","4,427.43","0,45",458,"2,027,764.00","2,027,764.00"
ALK,17.1.2014,"4,420.00","4,420.00","4,401.00","4,407.58","0,08",120,"528,910.00","528,910.00"
ALK,16.1.2014,"4,402.00","4,430.00","4,400.00","4,404.10","-0,58",550,"2,422,255.00","2,422,255.00"
ALK,15.1.2014,"4,430.00","4,430.00","4,430.00","4,430.00","0,01",50,"221,500.00","221,500.00"
ALK,14.1.2014,"4,430.00","4,430.00","4,428.00","4,429.54","0,11",182,"806,177.00","806,177.00"
ALK,13.1.2014,"4,401.00","4,450.00","4,400.00","4,424.88","-1,10",244,"1,079,670.00","1,079,670.00"
ALK,10.1.2014,"4,455.00","4,500.00","4,455.00","4,474.22","0,06",109,"487,690.00","487,690.00"
ALK,09.1.2014,"4,400.00","4,500.00","4,400.00","4,471.61","-0,39",1.157,"5,173,650.00","5,173,650.00"
ALK,08.1.2014,"4,450.00","4,500.00","4,410.00","4,488.90","0,20",486,"2,181,606.00","2,181,606.00"
ALK,03.1.2014,"4,500.00","4,500.00","4,422.00","4,479.75","1,22",191,"855,633.00","855,633.00"
ALK,02.1.2014,"4,422.00","4,430.00","4,421.00","4,425.75","-1,58",110,"486,832.00","486,832.00"
ALK,30.12.2015,"5,442.00","5,480.00","5,432.00","5,444.71","0,38",210,"1,143,390.00","1,143,390.00"
ALK,29.12.2015,"5,432.00","5,435.00","5,405.00","5,423.90","-0,09",92,"498,999.00","498,999.00"
ALK,28.12.2015,"5,400.00","5,435.00","5,400.00","5,428.92","-0,98",130,"705,760.00","705,760.00"
ALK,25.12.2015,"5,426.00","5,485.00","5,426.00","5,482.64","0,55",55,"301,545.00","301,545.00"
ALK,24.12.2015,"5,485.00","5,485.00","5,450.00","5,452.88","0,25",78,"425,325.00","425,325.00"
ALK,23.12.2015,"5,450.00","5,450.00","5,430.00","5,439.52","0,55",21,"114,230.00","114,230.00"
ALK,22.12.2015,"5,416.00","5,416.00","5,404.00","5,409.99","0,14",161,"871,008.00","871,008.00"
ALK,21.12.2015,"5,403.00","5,403.00","5,401.00","5,402.54","-0,32",13,"70,233.00","70,233.00"
ALK,18.12.2015,"5,420.00","5,420.00","5,420.00","5,420.00","0,00",64,"346,880.00","346,880.00"
ALK,17.12.2015,"5,420.00","5,420.00","5,420.00","5,420.00","-0,01",137,"742,540.00","742,540.00"
ALK,16.12.2015,"5,420.00","5,421.00","5,420.00","5,420.37","-0,01",108,"585,400.00","585,400.00"
ALK,15.12.2015,"5,420.00","5,421.00","5,420.00","5,420.91","0,04",236,"1,279,334.00","1,279,334.00"
ALK,14.12.2015,"5,417.00","5,421.00","5,416.00","5,418.83","-0,07",72,"390,156.00","390,156.00"
ALK,11.12.2015,"5,450.00","5,450.00","5,401.00","5,422.45","0,42",138,"748,298.00","748,298.00"
ALK,10.12.2015,"5,400.00","5,400.00","5,400.00","5,400.00","0,00",136,"734,400.00","734,400.00"
ALK,09.12.2015,"5,400.00","5,400.00","5,400.00","5,400.00","-0,02",84,"453,600.00","453,600.00"
ALK,07.12.2015,"5,400.00","5,449.00","5,400.00","5,400.86","-0,11",145,"783,125.00","783,125.00"
ALK,04.12.2015,"5,407.00","5,408.00","5,406.00","5,407.05","0,08",86,"465,006.00","465,006.00"
ALK,03.12.2015,"5,403.00","5,403.00","5,402.00","5,402.62","-0,01",16,"86,442.00","86,442.00"
ALK,01.12.2015,"5,403.00","5,403.00","5,403.00","5,403.00","0,00",10,"54,030.00","54,030.00"
ALK,30.11.2015,"5,402.00","5,403.00","5,402.00","5,402.80","-0,02",51,"275,543.00","275,543.00"
ALK,27.11.2015,"5,402.00","5,406.00","5,402.00","5,404.10","0,02",155,"837,635.00","837,635.00"
ALK,26.11.2015,"5,404.00","5,404.00","5,403.00","5,403.08","-0,55",65,"351,200.00","351,200.00"
ALK,25.11.2015,"5,420.00","5,450.00","5,402.00","5,433.08","-0,24",711,"3,862,920.00","3,862,920.00"
ALK,24.11.2015,"5,499.00","5,500.00","5,360.00","5,446.35","1,87",202,"1,100,162.00","1,100,162.00"
ALK,23.11.2015,"5,350.00","5,350.00","5,300.00","5,346.34","-0,06",112,"598,790.00","598,790.00"
ALK,20.11.2015,"5,350.00","5,350.00","5,349.00","5,349.45","1,51",55,"294,220.00","294,220.00"
ALK,19.11.2015,"5,256.00","5,300.00","5,255.00","5,270.07","0,38",341,"1,797,095.00","1,797,095.00"
ALK,18.11.2015,"5,250.00","5,250.00","5,250.00","5,250.00","0,00",312,"1,638,000.00","1,638,000.00"
ALK,17.11.2015,"5,250.00","5,250.00","5,250.00","5,250.00","0,00",52,"273,000.00","273,000.00"
ALK,16.11.2015,"5,250.00","5,250.00","5,250.00","5,250.00","0,00",6,"31,500.00","31,500.00"
ALK,13.11.2015,"5,250.00","5,250.00","5,250.00","5,250.00","-0,94",15,"78,750.00","78,750.00"
ALK,12.11.2015,"5,300.00","5,300.00","5,300.00","5,300.00","0,00",34,"180,200.00","180,200.00"
ALK,11.11.2015,"5,300.00","5,300.00","5,300.00","5,300.00","0,04",150,"795,000.00","795,000.00"
ALK,10.11.2015,"5,290.00","5,302.00","5,200.00","5,297.91","-0,17",721,"3,819,790.00","3,819,790.00"
ALK,09.11.2015,"5,302.00","5,335.00","5,302.00","5,306.70","-0,23",196,"1,040,114.00","1,040,114.00"
ALK,06.11.2015,"5,350.00","5,350.00","5,300.00","5,319.11","0,74",554,"2,946,785.00","2,946,785.00"
ALK,05.11.2015,"5,300.00","5,300.00","5,249.00","5,280.28","1,46",300,"1,584,085.00","1,584,085.00"
ALK,04.11.2015,"5,208.00","5,208.00","5,203.00","5,204.53","0,49",262,"1,363,586.00","1,363,586.00"
ALK,03.11.2015,"5,156.00","5,200.00","5,151.00","5,179.18","0,90",110,"569,710.00","569,710.00"
ALK,02.11.2015,"5,150.00","5,150.00","5,100.00","5,133.08","0,29",229,"1,175,476.00","1,175,476.00"
